poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite
Data Analyst,SQL; Python; Pandas; Data Visualization,Power BI; Excel; Pandas; SQL; Python,3,4,Licence,Master,Anglais; Français,Français; Anglais,86.2
Content Manager,WordPress; Copywriting; Analytics; Canva; SEO; Content Strategy,Analytics; Canva; Copywriting; WordPress,2,1,Licence,Licence,Français; Anglais,Français; Anglais,71.7
Data Analyst,Pandas; SQL; Excel; Power BI; Data Visualization; Python,Python,4,5,Master,Master,Anglais; Français,Français; Anglais,54.2
Social Media Manager,Facebook; Analytics; LinkedIn; TikTok; Meta Ads,Meta Ads; Instagram; TikTok; Analytics,4,6,Master,Licence,Anglais,Français; Anglais,70.5
Community Manager,Facebook; Canva; TikTok,Instagram; TikTok,1,6,Licence,Master,Français; Anglais,Français,58.3
Developpeur Mobile,Dart; Kotlin; Git; Firebase; Flutter,Dart; Git,3,0,Bac,Licence,Anglais,Français,37.0
UI/UX Designer,UX Research; Photoshop; Adobe XD; Prototypage; Figma; Illustrator,Figma; Photoshop,2,5,Licence,Licence,Anglais,Français; Anglais,63.3
SEO/SEA,Google Ads; Keyword Research; SEM,SEM; Search Console; Keyword Research,3,4,Master,Bac,Anglais; Français,Français,69.2
UI/UX Designer,Adobe XD; Prototypage; Photoshop; Figma; UX Research,Figma; Illustrator; Prototypage; UX Research; Photoshop; Flutter; Canva,1,4,Licence,Bac,Anglais,Français,71.5
Social Media Manager,Facebook; Meta Ads; Analytics,Instagram,2,5,Master,Bac,Anglais,Français; Anglais,37.5
Developpeur Web,JavaScript; Laravel; PHP; Git; MySQL; HTML/CSS,PHP,1,6,Master,Master,Français,Français; Anglais,54.2
Developpeur Mobile,Git; Kotlin; Dart; Flutter; Java,Kotlin,4,6,Master,Master,Anglais,Français,46.0
Data Analyst,Power BI; Data Visualization; Excel; SQL,Power BI; Python; Data Visualization,1,6,Master,Bac,Anglais; Français,Français; Anglais,65.0
Content Manager,WordPress; Content Strategy; Copywriting; Analytics; SEO; Canva,Aucune information,3,2,Bac,Master,Anglais; Français,Français,33.3
Social Media Manager,Meta Ads; Facebook; Instagram; TikTok; Analytics; LinkedIn,Analytics; TikTok; LinkedIn; Facebook; Instagram; Meta Ads,3,4,Licence,Master,Anglais,Français; Anglais,100.0
Data Analyst,SQL; Excel; Pandas; Power BI; Data Visualization,Python,1,7,Bac,Master,Français,Français; Anglais,45.0
Graphiste,Illustrator; Canva; Branding,Aucune information,1,0,Bac,Licence,Français,Français,25.0
Developpeur Web,MySQL; PHP; Git; Laravel,Git; HTML/CSS,2,1,Master,Bac,Français,Français,41.2
Data Analyst,Python; Pandas; Data Visualization; Excel,Aucune information,1,6,Bac,Master,Français,Français; Anglais,45.0
UI/UX Designer,Adobe XD; UX Research; Illustrator; Photoshop; Prototypage; Figma,Figma; Prototypage; UX Research; Illustrator; Adobe XD; Photoshop,2,0,Bac,Master,Anglais; Français,Français; Anglais,80.0
Community Manager,Canva; TikTok; Facebook; Analytics; Instagram,Copywriting; Facebook; Analytics,1,2,Master,Master,Anglais,Français; Anglais,67.0
Community Manager,TikTok; Facebook; Instagram; Copywriting,Facebook; Copywriting; Analytics,3,0,Master,Licence,Français,Français; Anglais,45.0
Developpeur Mobile,Dart; Firebase; Flutter; Git; Java; Kotlin,Dart; Flutter,2,0,Master,Bac,Anglais; Français,Français; Anglais,35.8
Developpeur Web,PHP; Git; JavaScript; MySQL; HTML/CSS; Laravel,PHP; JavaScript; MySQL,4,2,Master,Licence,Français,Français,55.0
Developpeur Mobile,Dart; Git; Flutter,UX Research,1,2,Master,Bac,Français,Français; Anglais,37.5
Graphiste,Illustrator; Branding; Canva; Typographie; Photoshop,Typographie; InDesign; Illustrator,1,2,Bac,Licence,Français,Français,67.0
Graphiste,InDesign; Branding; Photoshop; Canva; Illustrator,Aucune information,4,6,Master,Master,Français,Français,45.0
Data Analyst,Python; Excel; SQL; Data Visualization,Aucune information,2,0,Master,Licence,Anglais; Français,Français; Anglais,17.5
Developpeur Mobile,Firebase; Java; Git,UX Research,4,5,Bac,Licence,Anglais; Français,Français; Anglais,45.0
Data Analyst,Python; Pandas; Excel; SQL; Data Visualization,Python; Pandas; Power BI; Excel; SQL; Data Visualization,1,4,Licence,Bac,Anglais; Français,Français,87.5
Graphiste,Photoshop; InDesign; Branding; Typographie,Canva; Photoshop; InDesign; Illustrator,2,2,Master,Master,Français,Français,72.5
Developpeur Mobile,Java; Firebase; Kotlin; Flutter; Dart,Aucune information,4,3,Bac,Master,Français; Anglais,Français,35.0
Developpeur Web,MySQL; JavaScript; HTML/CSS,MySQL; HTML/CSS; Git; PHP; JavaScript; Laravel; Communication,1,1,Licence,Bac,Anglais,Français,82.5
Data Analyst,Pandas; Excel; Python; Data Visualization; Power BI; SQL,Data Visualization; Python; SQL; Power BI; Copywriting; Dart,3,1,Licence,Bac,Anglais,Français; Anglais,60.8
SEO/SEA,Search Console; SEM; Google Analytics,Search Console; Google Analytics; SEM,2,2,Bac,Master,Anglais; Français,Français; Anglais,100.0
Community Manager,Copywriting; Facebook; Analytics; TikTok,Copywriting; Facebook; Instagram; Canva; Analytics; TikTok,2,1,Licence,Master,Français; Anglais,Français; Anglais,90.0
Data Analyst,Pandas; Python; Data Visualization; Excel; SQL; Power BI,Excel; Photoshop,3,7,Licence,Licence,Anglais,Français,44.2
Graphiste,Typographie; Canva; InDesign; Photoshop; Illustrator; Branding,Canva; Illustrator; Branding,3,1,Master,Licence,Français,Français,51.7
UI/UX Designer,Photoshop; UX Research; Prototypage; Figma; Illustrator,Adobe XD; UX Research; Illustrator; Figma; Photoshop; WordPress,4,4,Licence,Master,Anglais,Français,79.0
Developpeur Web,PHP; Laravel; HTML/CSS; Git; JavaScript; MySQL,Aucune information,3,6,Bac,Licence,Français; Anglais,Français; Anglais,45.0
Developpeur Web,HTML/CSS; MySQL; Git,Git; Laravel; JavaScript; MySQL; PHP; HTML/CSS,4,4,Master,Master,Anglais; Français,Français; Anglais,100.0
Social Media Manager,Instagram; Meta Ads; TikTok; Facebook; LinkedIn; Analytics,TikTok; LinkedIn,4,1,Licence,Bac,Anglais,Français; Anglais,40.8
Data Analyst,Pandas; Data Visualization; Excel; Python; SQL,Power BI; Data Visualization,3,4,Bac,Licence,Anglais,Français,46.0
Graphiste,Illustrator; Photoshop; Typographie; InDesign; Branding,Aucune information,1,6,Master,Bac,Français,Français,37.5
Community Manager,Analytics; Canva; Instagram; Copywriting; TikTok; Facebook,Aucune information,1,2,Licence,Master,Anglais; Français,Français,40.0
Developpeur Mobile,Kotlin; Flutter; Firebase; Java,Aucune information,3,5,Licence,Master,Français; Anglais,Français; Anglais,45.0
Developpeur Web,Laravel; HTML/CSS; Git,Laravel; Git; HTML/CSS,2,2,Master,Bac,Anglais,Français; Anglais,92.5
Graphiste,Canva; Photoshop; Typographie,Typographie; InDesign; Canva,2,1,Master,Master,Français,Français,71.7
Data Analyst,Excel; SQL; Data Visualization; Power BI,Python; SQL; TikTok,4,7,Licence,Licence,Anglais; Français,Français; Anglais,58.8
UI/UX Designer,Photoshop; Figma; UX Research; Illustrator; Adobe XD; Prototypage,Photoshop; Prototypage; Git,4,4,Licence,Licence,Français; Anglais,Français; Anglais,63.3
SEO/SEA,SEM; Search Console; Google Analytics; SEO; Google Ads; Keyword Research,SEM; Google Ads; Keyword Research,2,6,Licence,Master,Anglais,Français; Anglais,72.5
Social Media Manager,Meta Ads; Analytics; Facebook; TikTok,Meta Ads; Facebook,1,4,Licence,Bac,Anglais,Français; Anglais,65.0
Data Analyst,Data Visualization; SQL; Excel; Python; Pandas; Power BI,Aucune information,4,1,Bac,Master,Français,Français; Anglais,30.0
UI/UX Designer,Photoshop; Figma; Adobe XD; UX Research; Prototypage,Illustrator; Adobe XD; Photoshop; Figma; UX Research; Power BI; WordPress,1,5,Licence,Licence,Anglais,Français; Anglais,89.0
UI/UX Designer,UX Research; Prototypage; Illustrator,UX Research; Figma; Photoshop; Adobe XD,2,0,Master,Licence,Anglais; Français,Français,30.8
SEO/SEA,SEM; SEO; Google Ads; Search Console; Google Analytics,Aucune information,4,5,Licence,Licence,Anglais,Français,35.0
Developpeur Mobile,Dart; Java; Flutter; Kotlin; Git; Firebase,Dart; Flutter,3,1,Licence,Licence,Anglais,Français; Anglais,50.0
SEO/SEA,Keyword Research; Search Console; Google Ads; SEO; SEM; Google Analytics,Search Console; Keyword Research,4,6,Licence,Bac,Français; Anglais,Français; Anglais,55.8
Data Analyst,Pandas; Power BI; Excel; Data Visualization; Python; SQL,Data Visualization; Python; Power BI,4,2,Master,Master,Français; Anglais,Français,57.5
Chef de projet digital,Agile; ClickUp; Gestion de projet,Agile; Asana; Communication,2,4,Master,Master,Français; Anglais,Français,58.3
Social Media Manager,Meta Ads; Instagram; Analytics; LinkedIn; Facebook,TikTok,3,5,Master,Bac,Anglais; Français,Français; Anglais,37.5
Social Media Manager,Instagram; Analytics; LinkedIn; Facebook; TikTok; Meta Ads,Facebook; Analytics,2,4,Bac,Bac,Anglais,Français; Anglais,63.3
Graphiste,Typographie; Photoshop; Illustrator; Canva; InDesign,Canva; InDesign; Illustrator; Photoshop,4,0,Master,Master,Français,Français,69.0
UI/UX Designer,Prototypage; Figma; Adobe XD; Photoshop; Illustrator,Figma,3,1,Master,Bac,Anglais; Français,Français,30.2
UI/UX Designer,Illustrator; Figma; Photoshop; Prototypage,Photoshop; Prototypage,1,1,Bac,Master,Anglais; Français,Français; Anglais,72.5
Chef de projet digital,Asana; Gestion de projet; Communication; ClickUp; Agile,ClickUp; Communication; Asana; Gestion de projet; Search Console,2,5,Bac,Bac,Français; Anglais,Français; Anglais,89.0
Chef de projet digital,Communication; ClickUp; Scrum; Asana; Agile,ClickUp,4,3,Licence,Bac,Français,Français; Anglais,43.5
Social Media Manager,Meta Ads; Facebook; TikTok; Analytics; Instagram,Analytics; Facebook,4,6,Licence,Bac,Anglais,Français,49.5
Chef de projet digital,Scrum; ClickUp; Agile; Gestion de projet; Communication; Asana,Aucune information,2,1,Master,Bac,Français,Français; Anglais,27.5
Developpeur Mobile,Dart; Java; Flutter; Kotlin; Firebase,Kotlin; Flutter; Java; Illustrator; Pandas,2,2,Master,Bac,Français; Anglais,Français; Anglais,70.5
Content Manager,Analytics; Content Strategy; Canva; WordPress,Canva; Content Strategy,1,0,Licence,Master,Anglais; Français,Français,47.5
Developpeur Mobile,Kotlin; Flutter; Dart; Git,Firebase; Git; Flutter; Kotlin; Java,1,5,Bac,Master,Français,Français,86.2
UI/UX Designer,Figma; Illustrator; Photoshop; UX Research; Adobe XD,Adobe XD; Photoshop; UX Research; Figma; Illustrator; Prototypage,2,2,Master,Bac,Anglais; Français,Français; Anglais,92.5
Social Media Manager,Analytics; Instagram; Facebook; TikTok; Meta Ads; LinkedIn,TikTok,2,4,Master,Master,Anglais; Français,Français,49.2
Data Analyst,Excel; SQL; Power BI; Pandas,Power BI,1,5,Bac,Master,Anglais,Français; Anglais,58.8
Developpeur Web,HTML/CSS; PHP; MySQL; JavaScript; Git,MySQL,4,3,Licence,Master,Anglais; Français,Français; Anglais,51.0
Content Manager,Content Strategy; Analytics; Canva; Copywriting; SEO; WordPress,Canva; Copywriting; WordPress; Analytics; Content Strategy,2,6,Licence,Licence,Anglais; Français,Français,85.8
Developpeur Web,JavaScript; Laravel; MySQL; Git,MySQL; PHP; JavaScript; Laravel; Git,2,3,Master,Licence,Français,Français; Anglais,92.5
UI/UX Designer,Adobe XD; Photoshop; Prototypage; Figma,Aucune information,2,1,Bac,Master,Anglais,Français; Anglais,35.0
Chef de projet digital,Asana; Agile; ClickUp; Communication,ClickUp; Communication; Scrum; Agile; Gestion de projet,4,6,Master,Licence,Anglais,Français,68.8
SEO/SEA,Google Analytics; SEM; SEO,Google Analytics; Search Console,2,0,Master,Master,Français,Français; Anglais,43.3
Developpeur Mobile,Dart; Git; Kotlin; Flutter,Kotlin; Dart; Git; Facebook,2,5,Licence,Licence,Français; Anglais,Français; Anglais,86.2
UI/UX Designer,UX Research; Prototypage; Figma; Adobe XD; Illustrator; Photoshop,Adobe XD; Prototypage,1,5,Master,Licence,Français; Anglais,Français; Anglais,55.8
Developpeur Web,Git; MySQL; PHP; JavaScript; Laravel,Laravel; Git; JavaScript; MySQL; PHP; HTML/CSS; Scrum; Branding,3,1,Licence,Master,Anglais; Français,Français,81.7
Developpeur Web,MySQL; PHP; JavaScript; Laravel; HTML/CSS; Git,HTML/CSS; MySQL,1,0,Master,Master,Anglais; Français,Français; Anglais,43.3
SEO/SEA,SEM; Google Analytics; Keyword Research,SEO; Keyword Research; SEM; Search Console; Google Analytics,1,1,Master,Master,Anglais,Français; Anglais,100.0
Community Manager,Canva; Copywriting; Instagram; TikTok; Analytics,Copywriting,1,5,Bac,Bac,Anglais; Français,Français; Anglais,56.0
Community Manager,Canva; Facebook; Instagram; TikTok; Analytics; Copywriting,Copywriting; Analytics,4,6,Bac,Bac,Anglais,Français,53.3
Content Manager,SEO; Canva; Copywriting; Content Strategy; WordPress; Analytics,WordPress; Canva; Agile,1,1,Master,Licence,Français; Anglais,Français; Anglais,55.8
Social Media Manager,Instagram; Analytics; Facebook,Analytics; Meta Ads; LinkedIn; TikTok; Instagram,3,2,Bac,Master,Anglais,Français; Anglais,75.0
Social Media Manager,TikTok; Analytics; LinkedIn; Facebook; Instagram,LinkedIn; Facebook,4,4,Bac,Bac,Anglais,Français; Anglais,67.0
Developpeur Mobile,Kotlin; Java; Firebase; Dart,Java,3,4,Licence,Licence,Anglais; Français,Français; Anglais,58.8
Developpeur Web,JavaScript; Git; Laravel; HTML/CSS; PHP,Laravel; HTML/CSS; PHP,4,1,Master,Bac,Français,Français,55.5
SEO/SEA,Google Ads; SEM; Google Analytics; Search Console; Keyword Research,SEM; Search Console; Keyword Research; Google Ads; Google Analytics; SEO,1,1,Master,Licence,Anglais; Français,Français; Anglais,92.5
Social Media Manager,Analytics; Instagram; Facebook; Meta Ads; TikTok; LinkedIn,Meta Ads,4,0,Bac,Master,Français,Français; Anglais,34.2
Social Media Manager,Instagram; Meta Ads; LinkedIn; TikTok,Meta Ads; Instagram; Analytics; LinkedIn,1,6,Licence,Bac,Anglais,Français; Anglais,78.8
UI/UX Designer,Figma; UX Research; Adobe XD; Photoshop; Illustrator,Prototypage; Figma; Photoshop,4,1,Bac,Bac,Français; Anglais,Français; Anglais,52.0
Developpeur Web,JavaScript; Git; HTML/CSS; PHP; Laravel; MySQL,HTML/CSS; PHP; MySQL,1,6,Master,Master,Anglais,Français,62.5
Data Analyst,Power BI; Python; Pandas; Data Visualization; SQL; Excel,Power BI,2,5,Licence,Master,Anglais; Français,Français,49.2
Chef de projet digital,Asana; Communication; Gestion de projet; ClickUp,Agile; Scrum; Gestion de projet; Asana,4,3,Licence,Licence,Anglais; Français,Français; Anglais,67.5
UI/UX Designer,Illustrator; UX Research; Photoshop; Figma; Prototypage,Adobe XD; Figma; UX Research; Photoshop; Illustrator,2,2,Master,Licence,Anglais; Français,Français,76.5
Chef de projet digital,Asana; Scrum; Communication; ClickUp,ClickUp,3,0,Licence,Master,Français; Anglais,Français,33.8
Community Manager,Instagram; Analytics; TikTok; Canva,Canva; Copywriting; Facebook,1,6,Master,Master,Anglais,Français,48.8
Developpeur Web,HTML/CSS; PHP; MySQL; Git; JavaScript; Laravel,HTML/CSS; Laravel,1,5,Bac,Bac,Français; Anglais,Français; Anglais,63.3
Developpeur Web,JavaScript; MySQL; PHP; HTML/CSS; Git,Laravel,1,4,Bac,Licence,Français; Anglais,Français; Anglais,45.0
Developpeur Web,HTML/CSS; PHP; Laravel; Git; JavaScript,JavaScript; Laravel; Git; HTML/CSS,4,4,Bac,Licence,Français; Anglais,Français,84.0
Chef de projet digital,Gestion de projet; Communication; ClickUp; Agile,Gestion de projet; ClickUp,3,4,Licence,Licence,Anglais; Français,Français,67.5
Community Manager,Analytics; Canva; Facebook; Copywriting; Instagram,Facebook,1,5,Licence,Licence,Anglais; Français,Français; Anglais,56.0
Data Analyst,SQL; Python; Data Visualization; Pandas,Aucune information,3,3,Master,Master,Anglais; Français,Français,40.0
Graphiste,Illustrator; Typographie; Branding; Canva; InDesign; Photoshop,InDesign; Typographie; Illustrator; Canva; Branding; Photoshop,3,2,Bac,Licence,Français,Français,93.3
Content Manager,Canva; WordPress; Analytics; Content Strategy; SEO; Copywriting,Analytics,2,2,Licence,Licence,Français; Anglais,Français; Anglais,54.2
SEO/SEA,Keyword Research; Search Console; Google Ads; SEO; SEM,Google Analytics,3,5,Bac,Master,Français,Français; Anglais,45.0
SEO/SEA,Google Ads; Google Analytics; SEM; SEO; Keyword Research; Search Console,Aucune information,3,5,Licence,Bac,Anglais; Français,Français; Anglais,37.5
UI/UX Designer,Prototypage; Photoshop; Adobe XD; UX Research,Prototypage; Photoshop; UX Research; Illustrator,1,6,Licence,Master,Anglais,Français,76.2
Social Media Manager,Analytics; Instagram; Meta Ads; LinkedIn; TikTok; Facebook,Meta Ads; Facebook; TikTok; Canva,4,3,Licence,Licence,Français; Anglais,Français,62.5
Data Analyst,Python; Pandas; Power BI; Data Visualization; SQL,Python; Pandas; Data Visualization; Excel; HTML/CSS; SEO,4,7,Licence,Master,Français; Anglais,Français,73.0
Developpeur Mobile,Firebase; Git; Java; Kotlin; Flutter; Dart,Aucune information,1,2,Bac,Bac,Anglais; Français,Français; Anglais,45.0
Developpeur Web,MySQL; Git; Laravel; JavaScript,JavaScript; MySQL; Laravel; PHP; HTML/CSS; Git,2,0,Master,Bac,Anglais; Français,Français; Anglais,72.5
UI/UX Designer,Figma; Photoshop; Prototypage; UX Research; Illustrator,Adobe XD; UX Research,2,0,Licence,Bac,Anglais,Français,18.5
SEO/SEA,SEM; Google Ads; Search Console,SEM,1,0,Licence,Bac,Anglais; Français,Français,30.8
Content Manager,SEO; Analytics; WordPress,SEO,4,6,Master,Master,Anglais; Français,Français; Anglais,63.3
Developpeur Mobile,Flutter; Kotlin; Git; Dart; Firebase; Java,Kotlin; Firebase; Dart; Java; Flutter; Git,3,0,Licence,Licence,Français; Anglais,Français,75.0
UI/UX Designer,Adobe XD; Prototypage; Figma; Illustrator,Adobe XD; Photoshop; Prototypage; Illustrator,2,1,Bac,Licence,Français; Anglais,Français; Anglais,76.2
UI/UX Designer,Figma; Adobe XD; UX Research; Prototypage; Illustrator,Aucune information,3,2,Licence,Bac,Anglais; Français,Français,25.8
UI/UX Designer,Figma; Prototypage; Illustrator; Photoshop; UX Research; Adobe XD,Figma; UX Research; Illustrator,1,3,Bac,Master,Français; Anglais,Français; Anglais,72.5
Developpeur Web,Git; HTML/CSS; MySQL; PHP; Laravel,HTML/CSS; JavaScript; Laravel; Photoshop; Canva,3,1,Master,Bac,Anglais,Français,36.2
SEO/SEA,Keyword Research; SEO; Google Ads; Search Console; SEM,Keyword Research; Search Console; Google Analytics; SEO; Google Ads,2,5,Master,Bac,Anglais; Français,Français; Anglais,81.5
SEO/SEA,Google Ads; Search Console; SEO,SEM,2,4,Master,Licence,Français,Français; Anglais,37.5
Content Manager,Canva; SEO; Analytics; Copywriting; Content Strategy; WordPress,Copywriting,1,6,Master,Licence,Anglais; Français,Français,41.7
Developpeur Mobile,Java; Firebase; Flutter; Dart; Kotlin,Git,1,0,Master,Master,Français,Français,25.0
Social Media Manager,LinkedIn; Analytics; Facebook; TikTok; Meta Ads,Analytics; Instagram; Facebook; LinkedIn; Meta Ads; TikTok,4,4,Master,Master,Français,Français; Anglais,100.0
Data Analyst,Data Visualization; Pandas; SQL; Power BI,Data Visualization; SQL; Power BI; Python; Pandas; Excel,2,6,Bac,Licence,Français,Français; Anglais,100.0
Chef de projet digital,Asana; Scrum; Communication; Agile; ClickUp; Gestion de projet,ClickUp; Scrum; Gestion de projet; Communication; Agile; Asana,3,2,Bac,Master,Français,Français; Anglais,93.3
Graphiste,Photoshop; Illustrator; InDesign; Typographie; Branding,Illustrator; InDesign; Branding,1,4,Master,Licence,Français,Français,70.5
Content Manager,SEO; Canva; Copywriting; WordPress; Analytics; Content Strategy,Copywriting; WordPress; Canva,1,1,Master,Master,Anglais; Français,Français,67.5
Community Manager,Copywriting; Facebook; Analytics; TikTok,Aucune information,3,6,Bac,Licence,Anglais; Français,Français,40.0
Community Manager,Canva; TikTok; Copywriting; Facebook; Analytics,Copywriting,1,2,Master,Bac,Français; Anglais,Français,43.5
Content Manager,Content Strategy; Analytics; Canva; WordPress; Copywriting; SEO,Analytics; Content Strategy; Canva; SEO,1,0,Bac,Licence,Anglais,Français; Anglais,61.7
Chef de projet digital,ClickUp; Communication; Agile,Asana; Agile; Communication; Scrum; Gestion de projet,2,4,Master,Licence,Français,Français,74.2
Graphiste,Canva; Photoshop; InDesign; Illustrator; Typographie,InDesign; Illustrator; Canva; Photoshop; Branding; Typographie,2,5,Bac,Bac,Français,Français,100.0
Community Manager,Analytics; Facebook; Canva,TikTok,3,3,Master,Licence,Français; Anglais,Français; Anglais,37.5
Social Media Manager,Instagram; TikTok; Facebook; LinkedIn,Meta Ads; Facebook; Instagram; Asana; Python,2,3,Master,Licence,Anglais; Français,Français; Anglais,65.0
Social Media Manager,Instagram; LinkedIn; Facebook; TikTok; Analytics; Meta Ads,Instagram; TikTok; Facebook; Analytics; Photoshop; Illustrator,3,1,Bac,Licence,Français; Anglais,Français; Anglais,68.3
Developpeur Web,Laravel; PHP; Git; HTML/CSS; MySQL,JavaScript; Git; MySQL; HTML/CSS; Laravel,2,2,Licence,Licence,Anglais,Français; Anglais,89.0
Data Analyst,Python; SQL; Excel; Power BI; Data Visualization,Pandas; SQL; Excel; Power BI; Python; Data Visualization,2,0,Bac,Licence,Anglais; Français,Français; Anglais,80.0
SEO/SEA,Google Ads; SEO; SEM,Google Analytics; SEO; Search Console; SEM; Google Ads,1,5,Licence,Bac,Français; Anglais,Français,87.5
UI/UX Designer,Adobe XD; Illustrator; Photoshop; Prototypage; UX Research; Figma,Figma; Prototypage; UX Research; Photoshop; Adobe XD; Illustrator,2,0,Master,Master,Français; Anglais,Français; Anglais,80.0
UI/UX Designer,Adobe XD; Prototypage; UX Research; Figma,Agile,1,5,Master,Master,Français; Anglais,Français; Anglais,45.0
Chef de projet digital,Asana; Scrum; Agile; Gestion de projet,Figma,3,3,Bac,Licence,Anglais; Français,Français,40.0
Chef de projet digital,Gestion de projet; Asana; Agile,PHP; InDesign,1,6,Master,Licence,Anglais,Français; Anglais,37.5
Social Media Manager,Instagram; Analytics; LinkedIn,Aucune information,2,1,Master,Master,Anglais,Français; Anglais,35.0
Chef de projet digital,Gestion de projet; Scrum; ClickUp; Agile,Agile; Asana,1,8,Master,Bac,Anglais,Français,41.2
Content Manager,Content Strategy; Copywriting; Canva; Analytics,SEO; Copywriting; Figma,4,6,Licence,Licence,Français,Français; Anglais,58.8
Chef de projet digital,Gestion de projet; Agile; Asana,Scrum; ClickUp,4,4,Master,Master,Anglais,Français; Anglais,45.0
Developpeur Mobile,Flutter; Git; Kotlin; Dart; Firebase; Java,Flutter,3,4,Licence,Master,Français; Anglais,Français,49.2
Social Media Manager,Meta Ads; Facebook; Analytics,Facebook; LinkedIn; Instagram; TikTok,3,5,Licence,Bac,Anglais,Français,45.8
UI/UX Designer,UX Research; Photoshop; Figma; Prototypage,Aucune information,2,1,Licence,Master,Français,Français; Anglais,35.0
Graphiste,Illustrator; Canva; Typographie; Branding; InDesign,Typographie; InDesign; Canva; Branding,1,6,Bac,Master,Français,Français,89.0
Community Manager,Analytics; Facebook; Canva; Instagram; TikTok; Copywriting,Aucune information,2,3,Licence,Bac,Français; Anglais,Français,32.5
Developpeur Mobile,Dart; Git; Flutter,Kotlin; Git; Firebase; Java; Dart,2,4,Master,Licence,Français; Anglais,Français; Anglais,74.2
Graphiste,Branding; Canva; Illustrator,Photoshop; Typographie; Illustrator; Kotlin,2,0,Master,Master,Français,Français,43.3
SEO/SEA,SEM; Google Ads; Search Console; Google Analytics; SEO,Google Analytics,2,2,Bac,Bac,Français; Anglais,Français; Anglais,56.0
Developpeur Web,Git; Laravel; MySQL; HTML/CSS; PHP; JavaScript,HTML/CSS; Git; PHP; Laravel; JavaScript,2,4,Master,Master,Anglais,Français; Anglais,90.8
Data Analyst,Python; Data Visualization; Pandas; SQL; Power BI,Python,2,0,Master,Licence,Anglais; Français,Français; Anglais,28.5
SEO/SEA,Google Ads; SEO; Keyword Research,Keyword Research; SEM; Search Console; Google Analytics; SEO,1,4,Master,Licence,Anglais; Français,Français; Anglais,74.2
UI/UX Designer,Prototypage; Photoshop; Adobe XD; Figma; Illustrator; UX Research,Figma; Illustrator; Photoshop; UX Research; Prototypage,4,5,Licence,Master,Anglais,Français,80.8
Social Media Manager,LinkedIn; Analytics; Meta Ads; Instagram,TikTok; LinkedIn; Adobe XD; Illustrator,4,1,Licence,Master,Anglais; Français,Français; Anglais,43.8
Content Manager,Canva; Content Strategy; Analytics; SEO; Copywriting,Aucune information,2,3,Licence,Licence,Anglais,Français,35.0
Developpeur Web,Laravel; MySQL; HTML/CSS; JavaScript,Aucune information,4,3,Master,Master,Français; Anglais,Français,35.0
Content Manager,Analytics; Canva; SEO; WordPress,Canva; Copywriting; WordPress; Content Strategy; Analytics; SEO,4,6,Licence,Bac,Français; Anglais,Français; Anglais,92.5
Social Media Manager,Analytics; Instagram; Meta Ads; LinkedIn,Analytics; Instagram,1,0,Licence,Master,Anglais; Français,Français; Anglais,52.5
SEO/SEA,Keyword Research; Search Console; SEM,Aucune information,2,1,Master,Licence,Anglais; Français,Français; Anglais,27.5
SEO/SEA,SEM; Search Console; Google Ads; SEO; Keyword Research; Google Analytics,Keyword Research; Google Analytics; Search Console; SEO; Google Ads,2,4,Licence,Licence,Anglais,Français,80.8
Graphiste,InDesign; Photoshop; Typographie; Canva; Illustrator,InDesign; Illustrator,1,4,Master,Bac,Français,Français,59.5
UI/UX Designer,UX Research; Adobe XD; Photoshop,UX Research; Illustrator,3,2,Licence,Master,Anglais; Français,Français; Anglais,56.7
Content Manager,Copywriting; Canva; SEO,Canva; Copywriting; Content Strategy; Analytics; SEO,4,2,Licence,Bac,Français; Anglais,Français,77.5
Graphiste,InDesign; Typographie; Photoshop; Illustrator; Canva; Branding,Photoshop,1,1,Bac,Master,Français,Français,54.2
Developpeur Mobile,Flutter; Kotlin; Firebase,Flutter; Kotlin; Dart; Java,1,0,Bac,Bac,Anglais; Français,Français; Anglais,61.7
SEO/SEA,Google Ads; SEO; Keyword Research; Search Console,Google Ads; SEM; Search Console; Keyword Research; Google Analytics; SEO,3,4,Master,Bac,Anglais,Français; Anglais,92.5
UI/UX Designer,UX Research; Figma; Prototypage; Illustrator,UX Research; Prototypage; Photoshop,2,4,Licence,Master,Français,Français; Anglais,72.5
Social Media Manager,Meta Ads; Facebook; TikTok; Instagram,TikTok; Facebook; LinkedIn; Copywriting; PHP,2,5,Bac,Master,Français,Français; Anglais,72.5
Social Media Manager,Meta Ads; TikTok; Analytics,LinkedIn; TikTok,4,5,Licence,Bac,Anglais; Français,Français; Anglais,55.8
Social Media Manager,LinkedIn; Analytics; TikTok; Instagram; Meta Ads; Facebook,Facebook; Instagram; TikTok,4,6,Bac,Master,Anglais,Français; Anglais,72.5
SEO/SEA,Google Ads; Keyword Research; Search Console; SEO,Google Analytics; Google Ads; Java,1,2,Bac,Master,Anglais; Français,Français; Anglais,58.8
Content Manager,Canva; Analytics; SEO; Content Strategy; WordPress; Copywriting,SEO,1,3,Bac,Bac,Anglais; Français,Français; Anglais,54.2
